-150,-150,150
150,-150,150
150,150,150
-150,150,150
-91.7892274700448,-84.8226296114711,150
-41.7892274700448,-84.8226296114711,150
-66.7892274700448,-41.5213594222492,150
-41.7892274700448,1.77991076697276,150
-91.7892274700448,1.77991076697276,150
-66.7892274700448,45.0811809561947,150
-41.7892274700448,88.3824511454166,150
-91.7892274700448,88.3824511454166,150
-16.7892274700448,-41.5213594222492,150
-16.7892274700448,45.0811809561947,150
8.21077252995525,-84.8226296114711,150
8.21077252995525,1.77991076697276,150
8.21077252995525,88.3824511454166,150
33.2107725299553,-41.5213594222492,150
33.2107725299553,45.0811809561947,150
58.2107725299553,-84.8226296114711,150
58.2107725299553,1.77991076697276,150
58.2107725299553,88.3824511454166,150
83.2107725299553,-41.5213594222492,150
83.2107725299553,45.0811809561947,150
108.210772529955,-84.8226296114711,150
108.210772529955,1.77991076697276,150
108.210772529955,88.3824511454166,150
